"DATA","MAQUINA","INICIO","FIM","COD_MOTIVO","DESC","GRUPO","OBS"
"2026-02-04","Prensa Recorte 02","08:40","08:55","IN017","Espera por empilhadeira","IND",""
"2026-02-04","Prensa Recorte 02","08:55","09:50","TU001","Produção","TU",""
"2026-02-04","Prensa Recorte 02","09:50","10:00","IN017","Espera por empilhadeira","IND",""
"2026-02-04","Prensa Recorte 02","10:00","11:30","TU001","Produção","TU",""
"2026-02-20","Rodadeira 01","15:00","16:48","TU001","Produção","TU",""
"2026-02-23","Rodadeira 01","07:00","10:30","TU001","Produção","TU",""
"2026-02-23","Rodadeira 01","12:30","15:00","TU001","Produção","TU",""
"2026-02-04","Formadora de Tubos 1","07:00","12:10","TU001","Produção","TU",""
"2026-02-04","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-04","Formadora de Tubos 1","13:10","16:48","TU001","Produção","TU",""
"2026-02-05","Formadora de Tubos 1","07:00","12:10","TU001","Produção","TU",""
"2026-02-05","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-05","Formadora de Tubos 1","13:10","16:48","TU001","Produção","TU",""
"2026-02-06","Formadora de Tubos 1","07:00","11:00","TU001","Produção","TU",""
"2026-02-06","Formadora de Tubos 1","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-06","Formadora de Tubos 1","12:00","16:48","TU001","Produção","TU",""
"2026-02-09","Formadora de Tubos 1","07:00","12:10","TU001","Produção","TU",""
"2026-02-09","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-09","Formadora de Tubos 1","13:10","15:48","TU001","Produção","TU",""
"2026-02-09","Formadora de Tubos 1","15:48","16:48","IN014","Falta de matéria prima","IND",""
"2026-02-10","Formadora de Tubos 1","07:00","10:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-10","Formadora de Tubos 1","10:00","12:10","TU001","Produção","TU",""
"2026-02-10","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-10","Formadora de Tubos 1","13:10","16:48","TU001","Produção","TU",""
"2026-02-11","Formadora de Tubos 1","07:00","12:10","TU001","Produção","TU",""
"2026-02-11","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-11","Formadora de Tubos 1","13:10","15:00","TU001","Produção","TU",""
"2026-02-11","Formadora de Tubos 1","15:00","16:00","IN003","Setup (Preparação de Máquina)","IND",""
"2026-02-11","Formadora de Tubos 1","16:00","16:48","TU001","Produção","TU",""
"2026-02-13","Formadora de Tubos 1","07:00","12:00","TU001","Produção","TU",""
"2026-02-13","Formadora de Tubos 1","12:00","13:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-13","Formadora de Tubos 1","13:00","14:30","TU001","Produção","TU",""
"2026-02-13","Formadora de Tubos 1","14:30","16:48","TU001","Produção","TU",""
"2026-02-18","Formadora de Tubos 1","07:10","12:10","IN005","Manutenção Corretiva","IND",""
"2026-02-18","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-18","Formadora de Tubos 1","13:10","14:30","IN005","Manutenção Corretiva","IND",""
"2026-02-18","Formadora de Tubos 1","14:30","16:48","TU001","Produção","TU",""
"2026-02-19","Formadora de Tubos 1","07:00","08:00","IN005","Manutenção Corretiva","IND",""
"2026-02-19","Formadora de Tubos 1","08:00","12:10","TU001","Produção","TU",""
"2026-02-19","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-19","Formadora de Tubos 1","13:10","16:48","TU001","Produção","TU",""
"2026-02-20","Formadora de Tubos 1","07:00","12:10","TU001","Produção","TU",""
"2026-02-20","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-20","Formadora de Tubos 1","13:10","16:48","TU001","Produção","TU",""
"2026-02-23","Formadora de Tubos 1","07:00","09:00","TU001","Produção","TU",""
"2026-02-23","Formadora de Tubos 1","09:00","12:10","IN005","Manutenção Corretiva","IND",""
"2026-02-23","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-23","Formadora de Tubos 1","13:10","14:15","IN005","Manutenção Corretiva","IND",""
"2026-02-23","Formadora de Tubos 1","14:15","16:48","TU001","Produção","TU",""
"2026-02-24","Formadora de Tubos 1","07:00","12:10","TU001","Produção","TU",""
"2026-02-24","Formadora de Tubos 1","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-24","Formadora de Tubos 1","13:10","16:48","TU001","Produção","TU",""
"2026-02-03","Formadora de Tubos 2","06:00","06:45","TU003","Produção Velocidade Reduzida","TU",""
"2026-02-03","Formadora de Tubos 2","06:45","07:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-03","Formadora de Tubos 2","07:00","07:45","TU003","Produção Velocidade Reduzida","TU",""
"2026-02-03","Formadora de Tubos 2","07:45","09:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-03","Formadora de Tubos 2","09:30","10:10","RE005","Regulagem-Problema Ferramental","RET",""
"2026-02-03","Formadora de Tubos 2","10:10","10:25","TU001","Produção","TU",""
"2026-02-03","Formadora de Tubos 2","10:25","10:32","TU004","Retirada de Material","TU",""
"2026-02-03","Formadora de Tubos 2","10:32","11:00","TU001","Produção","TU",""
"2026-02-03","Formadora de Tubos 2","11:00","12:00","TU006","Produção Velocidade Reduzida - Gargalo Desabastecimento","TU",""
"2026-02-03","Formadora de Tubos 2","12:00","14:00","IN005","Manutenção Corretiva","IND",""
"2026-02-03","Formadora de Tubos 2","14:00","14:10","TU001","Produção","TU",""
"2026-02-03","Formadora de Tubos 2","14:10","14:25","IN005","Manutenção Corretiva","IND",""
"2026-02-03","Formadora de Tubos 2","14:25","16:00","TU001","Produção","TU",""
"2026-02-03","Formadora de Tubos 2","16:00","16:20","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-03","Formadora de Tubos 2","16:20","16:48","TU001","Produção","TU",""
"2026-02-04","Formadora de Tubos 2","07:00","07:40","TU004","Retirada de Material","TU",""
"2026-02-04","Formadora de Tubos 2","07:40","08:05","TU001","Produção","TU",""
"2026-02-04","Formadora de Tubos 2","08:05","11:00","IN005","Manutenção Corretiva","IND",""
"2026-02-04","Formadora de Tubos 2","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-04","Formadora de Tubos 2","12:00","14:15","TU001","Produção","TU",""
"2026-02-04","Formadora de Tubos 2","14:15","14:35","IN005","Manutenção Corretiva","IND",""
"2026-02-04","Formadora de Tubos 2","14:35","15:05","TU001","Produção","TU",""
"2026-02-04","Formadora de Tubos 2","15:05","16:48","RE005","Regulagem-Problema Ferramental","RET",""
"2026-02-05","Formadora de Tubos 2","07:00","07:30","IN001","Diálogo de Segurança do Trabalho (DDS)","IND",""
"2026-02-05","Formadora de Tubos 2","07:30","08:50","IN005","Manutenção Corretiva","IND",""
"2026-02-05","Formadora de Tubos 2","08:50","09:30","RE005","Regulagem-Problema Ferramental","RET",""
"2026-02-05","Formadora de Tubos 2","09:30","10:00","TU001","Produção","TU",""
"2026-02-05","Formadora de Tubos 2","10:00","10:15","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-05","Formadora de Tubos 2","10:15","11:00","TU001","Produção","TU",""
"2026-02-05","Formadora de Tubos 2","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-05","Formadora de Tubos 2","12:00","16:20","TU001","Produção","TU",""
"2026-02-05","Formadora de Tubos 2","16:20","16:48","IN014","Falta de matéria prima","IND",""
"2026-02-06","Formadora de Tubos 2","07:00","16:48","IN014","Falta de matéria prima","IND",""
"2026-02-09","Formadora de Tubos 2","07:00","16:48","IN014","Falta de matéria prima","IND",""
"2026-02-10","Formadora de Tubos 2","07:00","16:48","IN014","Falta de matéria prima","IND",""
"2026-02-19","Formadora de Tubos 2","07:00","08:15","RE005","Regulagem-Problema Ferramental","RET",""
"2026-02-19","Formadora de Tubos 2","08:15","09:45","TU001","Produção","TU",""
"2026-02-19","Formadora de Tubos 2","09:45","10:10","IN005","Manutenção Corretiva","IND",""
"2026-02-19","Formadora de Tubos 2","10:10","11:00","TU001","Produção","TU",""
"2026-02-19","Formadora de Tubos 2","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-19","Formadora de Tubos 2","12:00","12:45","TU004","Retirada de Material","TU",""
"2026-02-19","Formadora de Tubos 2","12:45","14:40","TU001","Produção","TU",""
"2026-02-19","Formadora de Tubos 2","14:40","16:20","RE005","Regulagem-Problema Ferramental","RET",""
"2026-02-19","Formadora de Tubos 2","16:20","16:48","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-20","Formadora de Tubos 2","07:00","07:30","RE005","Regulagem-Problema Ferramental","RET",""
"2026-02-20","Formadora de Tubos 2","07:30","07:55","TU004","Retirada de Material","TU",""
"2026-02-20","Formadora de Tubos 2","07:55","08:35","TU001","Produção","TU",""
"2026-02-20","Formadora de Tubos 2","08:35","09:00","IN005","Manutenção Corretiva","IND",""
"2026-02-20","Formadora de Tubos 2","09:00","09:30","TU001","Produção","TU",""
"2026-02-20","Formadora de Tubos 2","09:30","09:45","RE005","Regulagem-Problema Ferramental","RET",""
"2026-02-20","Formadora de Tubos 2","09:45","11:00","TU001","Produção","TU",""
"2026-02-20","Formadora de Tubos 2","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-20","Formadora de Tubos 2","12:00","12:45","TU001","Produção","TU",""
"2026-02-20","Formadora de Tubos 2","12:45","12:40","IN005","Manutenção Corretiva","IND",""
"2026-02-20","Formadora de Tubos 2","12:40","16:48","RE002","Inspeção ou Troca Ferramental","RET",""
"2026-01-29","Formadora de Tubos 2","07:00","07:20","IN001","Diálogo de Segurança do Trabalho (DDS)","IND",""
"2026-01-29","Formadora de Tubos 2","07:20","07:35","TU004","Retirada de Material","TU",""
"2026-01-29","Formadora de Tubos 2","07:35","08:15","TU003","Produção Velocidade Reduzida","TU",""
"2026-01-29","Formadora de Tubos 2","08:15","16:48","RE002","Inspeção ou Troca Ferramental","RET","Faltou Serra: Não tem na Empresa."
"2026-02-03","Prensa Estampa 09","05:00","06:40","TU001","Produção","TU","Faltou Serra: Não tem na Empresa."
"2026-02-03","Prensa Estampa 09","06:40","07:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP","Faltou Serra: Não tem na Empresa."
"2026-02-03","Prensa Estampa 09","07:00","12:10","TU001","Produção","TU","Faltou Serra: Não tem na Empresa."
"2026-02-03","Prensa Estampa 09","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP","Faltou Serra: Não tem na Empresa."
"2026-02-03","Prensa Estampa 09","13:10","14:30","IN005","Manutenção Corretiva","IND","Faltou Serra: Não tem na Empresa."
"2026-02-03","Prensa Estampa 09","14:30","16:48","TU001","Produção","TU","Faltou Serra: Não tem na Empresa."
"2026-02-25","Perf. Telha Trapezoidal Marafon","07:00","07:30","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","07:30","10:10","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","10:10","11:30","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","11:30","12:10","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","12:10","13:10","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","13:10","13:30","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","13:30","14:10","TU002","Carregamento de bobina/matéria prima","IND",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","14:10","14:50","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","10:10","11:00","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","11:00","11:30","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","14:50","15:20","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","15:20","15:50","TU001","Produção","TU",""
"2026-02-25","Perf. Telha Trapezoidal Marafon","15:50","16:20","TU001","Produção","TU",""
"2026-02-03","Prensa Recorte 02","07:00","07:10","IN038","Aguardando a entrega de EPI","IND",""
"2026-02-03","Prensa Recorte 02","07:10","08:15","TU001","Produção","TU",""
"2026-02-03","Prensa Recorte 02","08:15","09:00","IN012","Aguardando peças da fase anterior","IND",""
"2026-02-03","Prensa Recorte 02","09:00","10:30","TU001","Produção","TU",""
"2026-02-03","Prensa Recorte 02","10:30","11:30","IN033","Revezamento","IND",""
"2026-02-03","Prensa Recorte 02","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-03","Prensa Recorte 01","07:00","07:10","IN038","Aguardando a entrega de EPI","IND",""
"2026-02-03","Prensa Recorte 01","07:10","08:00","TU001","Produção","TU",""
"2026-02-03","Prensa Recorte 01","08:00","10:45","IN033","Revezamento","IND",""
"2026-02-03","Prensa Recorte 01","10:45","11:30","TU001","Produção","TU",""
"2026-02-03","Prensa Recorte 01","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-03","Prensa Recorte 01","12:30","16:00","TU001","Produção","TU",""
"2026-02-03","Prensa Recorte 01","16:00","16:48","IN033","Revezamento","IND",""
"2026-02-02","Prensa Recorte 01","07:00","07:10","IN038","Aguardando a entrega de EPI","IND",""
"2026-02-02","Prensa Recorte 01","07:10","10:10","IN033","Revezamento","IND",""
"2026-02-02","Prensa Recorte 01","10:10","10:30","TU001","Produção","TU",""
"2026-02-02","Prensa Recorte 01","10:30","11:30","IN033","Revezamento","IND",""
"2026-02-02","Prensa Recorte 01","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-02","Prensa Recorte 01","12:30","16:48","TU001","Produção","TU",""
"2026-02-02","Prensa Recorte 01","07:00","07:10","IN038","Aguardando a entrega de EPI","IND",""
"2026-02-02","Prensa Recorte 01","07:10","11:30","TU001","Produção","TU",""
"2026-02-02","Prensa Recorte 01","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-02","Prensa Recorte 01","12:30","16:48","TU001","Produção","TU",""
"2026-02-02","Rodadeira 01","07:20","08:50","TU001","Produção","TU",""
"2026-02-02","Rodadeira 01","08:50","09:20","TU001","Produção","TU",""
"2026-02-02","Rodadeira 01","09:20","10:10","IN033","Revezamento","IND",""
"2026-02-02","Rodadeira 01","10:10","10:30","TU001","Produção","TU",""
"2026-02-02","Rodadeira 01","10:30","11:30","IN033","Revezamento","IND",""
"2026-02-02","Rodadeira 01","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-02","Rodadeira 01","12:30","14:30","IN033","Revezamento","IND",""
"2026-02-02","Rodadeira 01","14:30","15:35","TU001","Produção","TU",""
"2026-02-02","Rodadeira 01","15:35","16:48","IN033","Revezamento","IND",""
"2026-02-02","Prensa Debrum 03","07:00","07:30","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","07:30","07:35","TU004","Retirada de Material","TU",""
"2026-02-02","Prensa Debrum 03","07:35","08:30","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","08:30","08:35","TU004","Retirada de Material","TU",""
"2026-02-02","Prensa Debrum 03","08:35","09:50","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","09:50","10:10","RE002","Inspeção ou Troca Ferramental","RET",""
"2026-02-02","Prensa Debrum 03","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-02","Prensa Debrum 03","12:30","13:25","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","13:25","13:30","TU004","Retirada de Material","TU",""
"2026-02-02","Prensa Debrum 03","13:30","14:30","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","14:30","14:35","TU004","Retirada de Material","TU",""
"2026-02-02","Rodadeira 02","11:30","12:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2026-02-03","Rodadeira 02","07:00","11:30","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","12:05","12:35","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","12:35","12:45","RE002","Inspeção ou Troca Ferramental","RET",""
"2025-11-12","Perfil ""U"" BR200 Regiane","13:10","13:50","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","13:50","14:00","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" BR200 Regiane","14:00","14:40","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","14:40","15:15","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","15:15","15:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" BR200 Regiane","15:30","15:45","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","15:45","16:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" BR200 Regiane","16:30","17:50","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" BR200 Regiane","17:50","18:33","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","07:30","09:30","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","09:30","09:40","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" Marafon","09:40","09:55","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","09:55","10:15","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","10:15","11:00","IN007","Treinamento / Reunião Geral","IND",""
"2025-11-12","Perfil ""U"" Marafon","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" Marafon","12:00","13:40","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","14:15","14:28","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","14:28","15:15","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","15:15","15:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" Marafon","15:30","16:00","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","16:00","16:24","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","16:24","16:26","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","16:26","16:57","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","16:57","17:22","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","17:22","17:33","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" ZL","07:30","18:33","IN003","Setup (Preparação de Máquina)","IND",""
"2025-11-13","Conformadora de Telhas","06:30","06:40","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","06:40","07:00","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","07:00","08:10","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","11:30","11:50","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","11:50","12:10","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","12:10","13:10","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","13:10","14:00","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","14:00","15:15","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","15:15","15:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Conformadora de Telhas","15:30","16:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Conformadora de Telhas","16:00","16:20","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","08:10","10:20","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","10:20","10:40","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-13","Conformadora de Telhas","10:40","11:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Conformadora de Telhas","11:00","11:30","TU001","Produção","TU",""
"2025-11-13","Conformadora de Telhas","16:20","17:33","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","06:30","06:50","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","06:50","07:00","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" BR200 Regiane","07:00","07:15","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Perfil ""U"" BR200 Regiane","07:15","07:50","PP002","Manutenção Programada","PP",""
"2025-11-13","Perfil ""U"" BR200 Regiane","08:00","09:17","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","09:17","09:55","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" BR200 Regiane","09:55","11:00","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","11:00","12:01","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Perfil ""U"" BR200 Regiane","12:02","12:15","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" BR200 Regiane","12:15","12:45","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-14","Conformadora de Telhas","13:10","13:50","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","13:50","14:20","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","15:00","15:10","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","15:10","15:15","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","15:15","15:30","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","15:30","16:00","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","16:00","16:30","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","16:00","16:30","TU001","Produção","TU",""
"2025-11-14","Conformadora de Telhas","16:30","17:33","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","06:20","06:30","IN032","Manutenção Autônoma","IND",""
"2025-11-12","Perfil ""U"" Marafon","06:30","07:00","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","07:00","07:15","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" Marafon","07:15","07:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","07:30","08:00","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" Marafon","08:00","08:50","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","08:50","09:15","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-12","Perfil ""U"" Marafon","09:15","09:44","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","09:44","09:50","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","09:50","10:15","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","10:15","10:45","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","10:45","10:50","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","10:50","11:00","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" Marafon","12:00","12:28","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","12:28","12:50","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" Marafon","12:50","12:54","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","12:54","13:25","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","13:25","13:30","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","13:30","14:03","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","14:03","14:37","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","14:37","14:52","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","14:52","15:15","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","15:15","15:30","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-12","Perfil ""U"" Marafon","15:30","15:47","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","15:47","16:02","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-12","Perfil ""U"" Marafon","16:02","16:16","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-12","Perfil ""U"" Marafon","16:16","16:35","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-12","Perfil ""U"" Marafon","16:35","16:50","TU004","Retirada de Material","TU",""
"2025-11-12","Perfil ""U"" Marafon","16:50","17:00","TU001","Produção","TU",""
"2025-11-12","Perfil ""U"" Marafon","17:00","17:10","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-12","Perfil ""U"" Marafon","17:10","17:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" Marafon","06:20","06:30","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" Marafon","06:30","06:48","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-13","Perfil ""U"" Marafon","06:48","07:00","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" Marafon","07:00","07:15","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Perfil ""U"" Marafon","07:15","08:01","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" Marafon","08:01","08:21","TU002","Carregamento de bobina/matéria prima","IND",""
"2025-11-13","Perfil ""U"" Marafon","08:21","09:00","RE007","Regulagem-Problema de Processo","RET",""
"2025-11-13","Perfil ""U"" Marafon","09:00","09:50","TU001","Produção","TU",""
"2025-11-13","Perfil ""U"" Marafon","09:50","10:00","TU004","Retirada de Material","TU",""
"2025-11-13","Perfil ""U"" Marafon","10:10","10:22","IN024","Aguardando equipamento compartilhado","IND",""
"2025-11-13","Perfil ""U"" Marafon","10:22","11:00","TU004","Retirada de Material","TU",""
"2025-11-13","Perfil ""U"" Marafon","11:00","12:00","PP006","Refeição (Almoço, Jantar e Lanche)","PP",""
"2025-11-13","Perfil ""U"" Marafon","12:00","17:23","IN014","Falta de matéria prima","IND",""
"2025-11-17","Conformadora de Telhas","14:37","15:00","TU001","Produção","TU",""
"2026-02-18","Conformadora de Telhas","14:30","15:00","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","15:35","16:25","TU001","Produção","TU",""
"2026-02-02","Prensa Debrum 03","16:25","16:30","TU004","Retirada de Material","TU",""
"2026-02-02","Prensa Debrum 03","16:30","16:48","TU001","Produção","TU",""
"2026-02-02","Rodadeira 02","07:00","10:45","TU001","Produção","TU",""
"2026-01-28","Prensa Estampa 09","05:00","06:40","TU001","Produção","TU",""
